,genres,early_access,sentiment,year,price,genre_encoded,sentiment_numeric
1623,"['Action', 'Adventure']",False,Very Positive,2014,9.99,False,1
1624,"['Action', 'Adventure']",False,Positive,2014,1.99,False,2
1625,"['Action', 'Adventure']",False,Very Positive,2014,19.99,False,1
1626,"['Action', 'Indie']",False,Mostly Positive,2014,9.99,False,3
1627,"['Indie', 'Simulation']",False,Very Positive,2014,0.99,False,1
1628,"['Action', 'Indie']",False,Very Positive,2014,7.99,False,1
1629,"['Adventure', 'Indie']",False,Mostly Positive,2014,4.99,False,3
1630,['Simulation'],False,Positive,2014,39.99,False,2
1631,"['Sports', 'Strategy']",False,Very Negative,2014,9.99,False,7
1632,"['Adventure', 'Casual']",False,Very Positive,2013,9.99,True,1
1633,['Action'],False,Very Positive,2014,7.99,False,1
1634,"['Adventure', 'Indie']",False,Mostly Positive,2014,9.99,False,3
1635,"['Racing', 'Sports']",False,Mixed,2011,9.99,False,0
1636,['Simulation'],False,Very Positive,2014,49.99,False,1
1637,['Casual'],False,Mixed,2010,19.99,True,0
1638,"['Action', 'Adventure', 'Racing']",False,Mostly Negative,2010,19.99,False,4
1639,['Action'],False,Positive,2012,19.99,False,2
1640,"['Adventure', 'Casual']",False,Mostly Negative,2014,19.99,True,4
1641,['Adventure'],False,Very Positive,2011,5.99,False,1
1642,"['Action', 'Adventure']",False,Positive,2009,19.99,False,2
1643,"['Adventure', 'Indie']",False,Very Positive,2014,4.99,False,1
1644,['Action'],False,Very Positive,2014,29.99,False,1
1645,"['Action', 'Casual', 'Free to Play', 'Massively Multiplayer']",False,Mixed,2014,0.0,True,0
1646,"['Action', 'Adventure', 'Indie']",False,Mostly Positive,2014,9.99,False,3
1647,"['Adventure', 'Casual', 'RPG']",False,Very Positive,2014,14.99,True,1
1649,"['Adventure', 'Casual']",False,Mixed,2008,3.99,True,0
1651,"['Action', 'Casual', 'Strategy']",False,Mixed,2013,4.99,True,0
1652,"['Adventure', 'Casual', 'Indie']",False,Mixed,2014,9.99,True,0
1653,"['Casual', 'Free to Play', 'Indie', 'Strategy']",False,Very Positive,2014,0.0,True,1
1654,['Action'],False,Very Positive,2014,9.99,False,1
1655,"['Action', 'Indie', 'RPG']",False,Very Positive,2017,18.99,False,1
1656,['Action'],False,Mostly Positive,2014,19.99,False,3
1657,"['Adventure', 'Casual', 'RPG']",False,Very Positive,2014,4.99,True,1
1658,"['RPG', 'Simulation', 'Strategy']",False,Mostly Positive,2014,3.99,False,3
1659,['Action'],False,Positive,2014,0.0,False,2
1660,"['Action', 'Indie']",False,Mixed,2014,9.99,False,0
1661,"['Adventure', 'Casual']",False,Very Positive,2011,9.99,True,1
1662,"['Indie', 'Simulation', 'Strategy']",False,Very Positive,2014,14.99,False,1
1663,['Casual'],False,Negative,2014,9.99,True,6
1664,"['Indie', 'RPG', 'Simulation', 'Strategy']",False,Mixed,2014,9.99,False,0
1665,"['Racing', 'Sports']",False,Mostly Positive,2014,29.99,False,3
1666,"['Adventure', 'Casual', 'Indie']",False,Mixed,2011,3.99,True,0
1667,"['Action', 'Adventure']",False,Positive,2014,2.99,False,2
1669,"['Action', 'Casual', 'Indie']",False,Very Positive,2014,9.99,True,1
1670,"['Action', 'Adventure', 'Casual', 'Indie']",False,Mixed,2014,12.99,True,0
1671,"['Action', 'Indie']",False,Very Positive,2014,14.99,False,1
1672,['Indie'],False,Very Positive,2014,6.99,False,1
1673,['Indie'],False,Positive,2014,4.99,False,2
1674,"['Action', 'Adventure']",False,Positive,2014,1.99,False,2
1675,"['Action', 'Indie', 'Strategy']",False,Positive,2014,4.99,False,2
1676,"['Adventure', 'Indie']",False,Mixed,2014,9.99,False,0
1677,"['Action', 'Indie', 'Strategy']",False,Negative,2014,14.99,False,6
1678,"['Indie', 'RPG', 'Strategy']",False,Very Positive,2014,14.99,False,1
1679,"['Action', 'Adventure', 'Simulation']",False,Mixed,2014,19.99,False,0
1680,"['Action', 'Indie']",False,Very Positive,2014,9.99,False,1
1681,"['Indie', 'Simulation']",False,Very Positive,2014,0.99,False,1
1682,['Adventure'],False,Mixed,2007,9.99,False,0
1683,['Action'],False,Mixed,2006,2.99,False,0
1684,"['Action', 'Adventure', 'Free to Play', 'Simulation', 'Sports']",False,Mixed,2014,49.99,False,0
1685,"['Indie', 'Simulation', 'Strategy']",False,Overwhelmingly Negative,2014,9.99,False,8
1686,"['Action', 'Indie']",False,Very Positive,2014,4.99,False,1
1687,['Adventure'],False,Mostly Positive,2014,1.99,False,3
1688,"['Action', 'Indie', 'Racing']",False,Very Positive,2014,9.99,False,1
1689,"['Action', 'Adventure']",False,Mixed,2014,2.99,False,0
1691,"['Action', 'Casual', 'Indie']",False,Positive,2014,4.99,True,2
1692,['Simulation'],False,Positive,2014,19.99,False,2
1693,['Simulation'],False,Very Positive,2014,19.99,False,1
1694,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy', 'Early Access']",True,Mixed,2014,19.99,False,0
1695,"['Casual', 'Indie']",False,Very Positive,2014,2.99,True,1
1696,"['Simulation', 'Strategy']",False,Mostly Positive,2014,1.99,False,3
1697,['Adventure'],False,Mostly Positive,2016,14.99,False,3
1698,"['Simulation', 'Strategy']",False,Mixed,2012,24.99,False,0
1699,"['Action', 'Simulation']",False,Negative,2014,9.99,False,6
1700,['Action'],False,Overwhelmingly Positive,2014,14.99,False,5
1701,"['Action', 'Simulation', 'Strategy']",False,Mostly Positive,2014,11.99,False,3
1702,['Adventure'],False,Mixed,2006,5.99,False,0
1703,"['Action', 'Indie', 'Racing']",False,Mixed,2014,4.99,False,0
1709,"['Action', 'RPG']",False,Mixed,2014,1.99,False,0
1710,"['Action', 'Indie', 'Early Access']",True,Mixed,2014,9.99,False,0
1711,"['Indie', 'RPG', 'Strategy']",False,Very Positive,2014,14.99,False,1
1712,"['Adventure', 'Indie', 'RPG']",False,Mixed,2014,3.99,False,0
1713,"['Indie', 'RPG', 'Strategy']",False,Mostly Positive,2014,9.99,False,3
1714,"['Action', 'Adventure']",False,Mixed,2014,5.99,False,0
1715,"['Adventure', 'Indie', 'RPG']",False,Very Positive,2014,3.99,False,1
1716,"['Adventure', 'Indie', 'RPG']",False,Mixed,2014,14.99,False,0
1717,"['Adventure', 'Indie', 'RPG']",False,Positive,2014,2.99,False,2
1718,"['Adventure', 'Indie', 'Strategy']",False,Mostly Positive,2014,12.99,False,3
1719,"['Action', 'Adventure', 'Indie']",False,Mostly Positive,2014,3.99,False,3
1720,['Racing'],False,Very Positive,2014,14.99,False,1
1721,"['RPG', 'Strategy']",False,Mostly Positive,2014,29.99,False,3
1722,"['Adventure', 'Indie']",False,Very Positive,2014,13.99,False,1
1723,"['Adventure', 'Indie']",False,Very Positive,2014,14.99,False,1
1724,"['Adventure', 'Indie']",False,Mostly Positive,2014,19.99,False,3
1725,"['Action', 'Indie', 'RPG', 'Strategy']",False,Mostly Positive,2014,7.99,False,3
1726,"['Action', 'Adventure']",False,Mostly Negative,2014,0.99,False,4
1727,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",False,Very Positive,2014,4.99,True,1
1728,"['Action', 'Adventure']",False,Mostly Positive,2014,2.99,False,3
1729,"['Action', 'Adventure']",False,Positive,2014,2.99,False,2
1730,"['Action', 'Adventure']",False,Mostly Positive,2014,29.99,False,3
1731,"['Action', 'Adventure']",False,Mixed,2014,29.99,False,0
1732,['Simulation'],False,Mostly Negative,2014,9.99,False,4
1733,"['Action', 'Indie']",False,Mixed,2014,4.99,False,0
1734,"['Adventure', 'Indie']",False,Mixed,2014,1.99,False,0
1735,"['Action', 'Adventure', 'Casual', 'Indie']",False,Very Positive,2014,14.99,True,1
1736,['Adventure'],False,Mixed,2014,14.99,False,0
1737,"['Action', 'Adventure', 'RPG']",False,Mostly Positive,2014,4.99,False,3
1738,"['Action', 'Adventure', 'Casual', 'Free to Play', 'RPG', 'Strategy']",False,Mostly Positive,2014,0.0,True,3
1739,"['Action', 'Adventure', 'Indie']",False,Mixed,2014,6.99,False,0
1740,"['Casual', 'Indie']",False,Very Positive,2014,7.99,True,1
1741,"['Action', 'Indie', 'RPG']",False,Very Positive,2014,9.99,False,1
1742,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']",True,Very Positive,2014,10.99,False,1
1743,"['Action', 'Adventure', 'Indie']",False,Mixed,2014,0.0,False,0
1744,"['Racing', 'Simulation', 'Sports']",False,Mostly Negative,2014,9.99,False,4
1745,['Strategy'],False,Very Positive,2013,49.99,False,1
1746,"['Adventure', 'Indie', 'Early Access']",True,Very Positive,2014,15.99,False,1
1748,"['Casual', 'Indie', 'Simulation']",False,Mixed,2012,9.99,True,0
1749,"['Casual', 'Indie']",False,Mixed,2014,4.99,True,0
1750,"['Action', 'Indie', 'Simulation']",False,Mostly Negative,2014,19.99,False,4
1751,['Simulation'],False,Mixed,2014,19.99,False,0
1752,"['Adventure', 'Casual']",False,Mixed,2014,9.99,True,0
1753,['Simulation'],False,Mostly Positive,2014,12.99,False,3
1754,['Casual'],False,Positive,2014,9.99,True,2
1755,"['Indie', 'RPG', 'Simulation', 'Strategy']",False,Very Positive,2014,18.99,False,1
1756,"['Action', 'Indie']",False,Positive,2014,2.99,False,2
1757,"['Adventure', 'Casual', 'Simulation']",False,Very Positive,2013,14.99,True,1
1758,"['Massively Multiplayer', 'RPG', 'Early Access']",True,Mixed,2014,39.99,False,0
1759,['Action'],False,Mixed,2014,7.99,False,0
1760,"['Action', 'Adventure']",False,Mostly Negative,2014,1.99,False,4
1761,"['Adventure', 'Indie']",False,Mostly Negative,2014,9.99,False,4
1762,['Strategy'],False,Mixed,2014,2.99,False,0
1763,"['Adventure', 'Strategy']",False,Mostly Positive,2014,9.99,False,3
1764,"['Adventure', 'Indie', 'RPG']",False,Mostly Positive,2014,14.99,False,3
1765,"['Indie', 'Strategy']",False,Positive,2014,1.99,False,2
1766,"['Action', 'Adventure', 'Indie']",False,Very Positive,2014,14.99,False,1
1767,['Racing'],False,Mostly Negative,2014,9.99,False,4
1768,['Simulation'],False,Negative,2014,9.99,False,6
1769,['Simulation'],False,Mostly Negative,2014,9.99,False,4
1770,"['Action', 'Indie', 'Strategy']",False,Mostly Positive,2014,9.99,False,3
1771,"['Free to Play', 'Indie']",False,Mostly Positive,2014,0.0,False,3
1772,"['Action', 'Casual', 'Indie']",False,Mostly Positive,2014,5.99,True,3
1773,['Simulation'],False,Mixed,2014,19.99,False,0
1774,['Simulation'],False,Very Positive,2014,19.99,False,1
1775,"['Adventure', 'Indie']",False,Mostly Positive,2010,9.99,False,3
1776,"['Free to Play', 'Indie', 'Strategy']",False,Very Positive,2014,0.0,False,1
1777,"['Indie', 'RPG']",False,Very Positive,2014,5.99,False,1
1778,"['Adventure', 'Casual']",False,Mostly Negative,2014,3.99,True,4
1779,"['Action', 'Indie', 'Racing']",False,Mostly Positive,2014,7.99,False,3
1780,"['Free to Play', 'Strategy']",False,Overwhelmingly Positive,2014,0.0,False,5
1781,['Action'],False,Mostly Positive,2005,7.99,False,3
1782,['Simulation'],False,Positive,2014,24.99,False,2
1783,"['Adventure', 'Indie']",False,Mostly Positive,2014,14.99,False,3
1784,"['Action', 'Adventure', 'RPG']",False,Positive,2014,4.99,False,2
1785,"['Action', 'Adventure', 'Casual', 'Indie']",False,Positive,2014,19.99,True,2
1786,"['Casual', 'Indie']",False,Very Positive,2014,3.99,True,1
1787,"['Action', 'Adventure', 'Indie']",False,Positive,2014,6.99,False,2
1788,"['Action', 'Free to Play', 'Indie']",False,Very Positive,2014,0.0,False,1
1789,"['Action', 'Indie']",False,Mixed,2012,3.99,False,0
1790,"['Casual', 'Strategy']",False,Mostly Positive,2013,19.99,True,3
1791,['RPG'],False,Mixed,2014,19.99,False,0
1792,"['Action', 'Adventure', 'Casual', 'Indie']",False,Mostly Positive,2014,2.99,True,3
1793,"['Action', 'Adventure', 'Indie', 'RPG']",False,Very Positive,2014,3.99,False,1
1794,"['Indie', 'Strategy']",False,Mixed,2014,14.99,False,0
1795,"['Adventure', 'Indie', 'RPG']",False,Overwhelmingly Positive,2014,9.99,False,5
1796,"['Adventure', 'Indie', 'RPG', 'Early Access']",True,Mostly Negative,2016,1.99,False,4
1797,"['Indie', 'RPG', 'Strategy']",False,Very Positive,2014,4.99,False,1
1798,"['Action', 'Indie']",False,Very Negative,2014,7.99,False,7
1799,['Indie'],False,Mixed,2014,12.99,False,0
1800,"['Adventure', 'Casual', 'Indie', 'RPG', 'Early Access']",True,Mixed,2014,14.99,True,0
1801,"['Adventure', 'Indie', 'RPG']",False,Very Positive,2014,6.99,False,1
1802,"['Action', 'Indie']",False,Mostly Positive,2014,4.99,False,3
1803,['Simulation'],False,Very Negative,2014,4.99,False,7
1804,"['Action', 'Adventure']",False,Very Positive,2014,19.99,False,1
1805,"['Action', 'Casual', 'Indie', 'Racing', 'Sports']",False,Very Positive,2016,14.99,True,1
1806,['Simulation'],False,Mixed,2014,39.99,False,0
1807,"['Adventure', 'Casual', 'Indie']",False,Mostly Positive,2014,4.99,True,3
1808,"['Indie', 'Massively Multiplayer', 'Simulation', 'Strategy']",False,Mixed,2014,9.99,False,0
1809,"['Action', 'Free to Play', 'Early Access']",True,Mixed,2014,0.0,False,0
1810,"['Action', 'Adventure', 'Indie']",False,Mixed,2014,0.99,False,0
1811,"['Indie', 'RPG']",False,Overwhelmingly Positive,2014,9.99,False,5
1812,"['Indie', 'RPG']",False,Very Positive,2014,6.99,False,1
1813,"['Action', 'Indie']",False,Overwhelmingly Positive,2014,3.99,False,5
1814,"['Adventure', 'Casual']",False,Positive,2014,4.99,True,2
1815,"['Adventure', 'Casual', 'Indie']",False,Mixed,2014,0.99,True,0
1816,[],False,Mixed,2015,19.99,False,0
1817,"['Indie', 'Strategy']",False,Mostly Negative,2014,2.99,False,4
1818,"['Casual', 'Indie', 'Strategy']",False,Positive,2015,2.99,True,2
1819,"['Action', 'Indie']",False,Mostly Positive,2015,2.99,False,3
1820,"['Action', 'Indie']",False,Positive,2015,2.99,False,2
1821,"['Indie', 'Simulation', 'Strategy']",False,Mixed,2015,14.99,False,0
1822,"['Action', 'Casual', 'Indie']",False,Mixed,2015,4.99,True,0
1823,"['Adventure', 'Casual', 'Indie', 'RPG']",False,Very Positive,2015,4.99,True,1
1824,"['Action', 'Indie', 'Simulation', 'Strategy']",False,Mostly Negative,2015,9.99,False,4
1825,"['Casual', 'Indie', 'Strategy']",False,Mixed,2015,9.99,True,0
1826,"['Adventure', 'Casual', 'Indie']",False,Very Positive,2015,4.99,True,1
1827,['Simulation'],False,Mixed,2015,9.99,False,0
1828,"['Adventure', 'Indie']",False,Negative,2014,0.99,False,6
1829,"['Action', 'Adventure', 'Indie']",False,Mostly Positive,2015,2.99,False,3
1830,"['Action', 'Indie']",False,Mostly Positive,2015,3.99,False,3
1831,"['Action', 'Sports']",False,Mostly Positive,2007,9.99,False,3
1832,"['Adventure', 'Indie', 'RPG', 'Strategy']",False,Very Positive,2015,19.99,False,1
1833,"['Action', 'Indie']",False,Mixed,2015,4.99,False,0
1834,['Simulation'],False,Mixed,2015,19.99,False,0
1835,"['Adventure', 'Casual', 'Indie']",False,Very Positive,2015,4.99,True,1
1836,"['Action', 'Adventure', 'Indie']",False,Mixed,2015,6.99,False,0
1837,['Indie'],False,Mixed,2015,7.99,False,0
1838,"['Adventure', 'Casual']",False,Positive,2014,6.99,True,2
1839,['Action'],False,Mostly Negative,2015,2.99,False,4
1840,['Action'],False,Mostly Negative,2015,2.99,False,4
1841,"['Indie', 'RPG']",False,Positive,2015,2.99,False,2
1842,['Simulation'],False,Mostly Positive,2015,24.99,False,3
1843,"['Indie', 'RPG', 'Simulation', 'Strategy']",False,Overwhelmingly Positive,2015,9.99,False,5
1844,"['Casual', 'Indie', 'Simulation']",False,Very Positive,2015,6.99,True,1
1845,"['Action', 'Adventure']",False,Mostly Positive,2015,0.99,False,3
1846,"['Action', 'Adventure']",False,Very Positive,2015,19.99,False,1
1847,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",True,Mixed,2014,4.99,False,0
1848,"['Action', 'Adventure', 'Indie']",False,Very Positive,2015,0.98,False,1
1849,['Indie'],False,Positive,2015,1.99,False,2
1850,"['Action', 'Indie']",False,Positive,2015,0.99,False,2
1851,"['Adventure', 'Indie', 'Early Access']",True,Mostly Positive,2015,14.99,False,3
1852,"['Indie', 'Simulation', 'Strategy']",False,Mixed,2015,4.99,False,0
1853,['Strategy'],False,Mostly Positive,2015,29.99,False,3
1854,"['Free to Play', 'Indie']",False,Very Positive,2015,0.0,False,1
1855,"['Action', 'Adventure', 'Indie', 'RPG']",False,Mostly Positive,2009,9.99,False,3
1856,"['Casual', 'Indie', 'Simulation']",False,Mixed,2015,2.99,True,0
1857,"['Action', 'RPG']",False,Very Positive,2015,9.99,False,1
1858,"['Action', 'Adventure']",False,Mostly Positive,2015,0.99,False,3
1859,"['Action', 'Adventure']",False,Mixed,2015,1.99,False,0
1860,"['Adventure', 'Casual']",False,Mixed,2015,9.99,True,0
1861,"['Adventure', 'Casual']",False,Positive,2015,4.99,True,2
1862,"['Adventure', 'Indie']",False,Mixed,2015,9.99,False,0
1863,"['Indie', 'RPG']",False,Mixed,2015,0.0,False,0
1864,"['Action', 'Adventure', 'Indie']",False,Mixed,2015,0.99,False,0
1865,"['Action', 'Indie']",False,Very Positive,2015,9.99,False,1
1866,"['Action', 'Adventure', 'Indie', 'Early Access']",True,Negative,2015,5.99,False,6
1867,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",False,Mostly Positive,2015,4.99,True,3
1868,"['Casual', 'Indie', 'Strategy']",False,Mostly Positive,2015,4.99,True,3
1869,"['Action', 'Adventure', 'Indie', 'RPG']",False,Very Positive,2015,14.99,False,1
1870,['Indie'],False,Mixed,2015,0.99,False,0
1871,"['Adventure', 'Indie', 'RPG', 'Early Access']",True,Mostly Positive,2015,0.99,False,3
1872,"['Adventure', 'Indie']",False,Mixed,2015,6.99,False,0
1873,"['Action', 'Casual']",False,Very Positive,2015,1.99,True,1
1874,['Simulation'],False,Positive,2015,19.99,False,2
1875,"['Action', 'Free to Play', 'Indie', 'RPG']",False,Mostly Positive,2015,0.0,False,3
1876,"['Action', 'Adventure', 'Indie']",False,Positive,2015,9.99,False,2
1877,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Early Access']",True,Mostly Positive,2015,7.99,True,3
1878,"['Casual', 'Indie', 'RPG']",False,Mixed,2015,4.99,True,0
1879,"['Casual', 'Indie', 'Simulation']",False,Mixed,2015,9.99,True,0
1880,"['Adventure', 'Indie', 'RPG']",False,Very Positive,2015,18.99,False,1
1881,"['Adventure', 'Indie', 'RPG', 'Strategy']",False,Very Positive,2015,2.99,False,1
1882,"['RPG', 'Simulation', 'Strategy']",False,Mixed,2015,3.99,False,0
1883,"['Action', 'Indie']",False,Mostly Negative,2015,9.99,False,4
1884,"['Action', 'Indie', 'Simulation', 'Strategy']",False,Mostly Positive,2015,9.99,False,3
1885,"['Adventure', 'Indie', 'RPG']",False,Mostly Positive,2015,9.99,False,3
1886,"['Action', 'Indie']",False,Mixed,2014,0.99,False,0
1887,"['Indie', 'RPG', 'Simulation', 'Strategy']",False,Very Positive,2015,3.99,False,1
1888,"['Action', 'Adventure', 'Indie']",False,Mostly Positive,2015,4.99,False,3
1889,"['Action', 'Casual', 'Indie']",False,Mixed,2015,2.99,True,0
1890,['Free to Play'],False,Mostly Negative,2015,0.0,False,4
1891,"['Action', 'Adventure', 'Indie']",False,Mixed,2015,4.99,False,0
1892,['Indie'],False,Positive,2015,9.99,False,2
1893,"['Indie', 'Massively Multiplayer', 'RPG', 'Strategy', 'Early Access']",True,Mixed,2015,8.99,False,0
1894,['Early Access'],True,Mixed,2015,39.99,False,0
1895,['Simulation'],False,Positive,2015,39.99,False,2
1896,"['Action', 'Indie']",False,Mixed,2015,2.99,False,0
1897,"['Action', 'Adventure', 'Indie', 'Strategy', 'Early Access']",True,Negative,2015,12.99,False,6
1898,"['Action', 'Massively Multiplayer', 'Racing']",False,Mostly Positive,2015,6.99,False,3
1899,"['Action', 'Indie']",False,Negative,2015,4.99,False,6
1900,"['Action', 'Adventure']",False,Mixed,2015,4.99,False,0
1901,['Strategy'],False,Mixed,2015,29.99,False,0
1902,"['Indie', 'RPG']",False,Negative,2015,9.99,False,6
1903,"['Action', 'Casual', 'Indie']",False,Positive,2015,3.99,True,2
1904,"['Action', 'Indie', 'Simulation', 'Strategy']",False,Negative,2015,1.99,False,6
1905,"['Action', 'Indie', 'Racing', 'Early Access']",True,Mixed,2015,4.99,False,0
1906,"['Action', 'Adventure', 'Casual', 'Indie']",False,Very Positive,2015,3.99,True,1
1907,['Strategy'],False,Mixed,2015,7.99,False,0
1908,"['Adventure', 'Indie']",False,Very Positive,2015,9.99,False,1
1909,"['Action', 'Indie', 'RPG']",False,Very Positive,2015,19.99,False,1
1910,"['Action', 'Adventure']",False,Mostly Positive,2015,2.99,False,3
1911,"['Action', 'Indie']",False,Mixed,2015,1.99,False,0
1912,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",False,Mixed,2015,5.99,False,0
1913,"['Casual', 'Indie', 'Simulation', 'Strategy']",False,Mostly Positive,2015,9.99,True,3
1914,['Strategy'],False,Positive,2015,0.0,False,2
1915,"['Action', 'Adventure', 'Indie', 'RPG']",False,Mostly Positive,2015,14.99,False,3
1916,['Action'],False,Very Positive,2015,4.99,False,1
1917,"['Action', 'Free to Play']",False,Very Positive,2014,0.0,False,1
1918,"['Adventure', 'Casual', 'Indie', 'RPG']",False,Very Positive,2015,7.99,True,1
1919,"['Action', 'Indie', 'RPG', 'Early Access']",True,Very Positive,2015,15.99,False,1
1920,"['Action', 'Casual']",False,Positive,2015,3.99,True,2
1921,"['Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Strategy']",False,Mixed,2015,2.99,False,0
1922,"['Adventure', 'Casual']",False,Mixed,2015,3.99,True,0
1923,"['Adventure', 'Indie']",False,Positive,2015,4.99,False,2
1924,"['Adventure', 'Indie']",False,Positive,2015,6.99,False,2
1925,"['Action', 'Adventure']",False,Mostly Negative,2015,1.99,False,4
1926,"['Action', 'Adventure']",False,Mostly Negative,2015,1.99,False,4
1927,"['Adventure', 'Indie']",False,Mixed,2015,6.99,False,0
1928,"['Action', 'Adventure']",False,Positive,2015,2.99,False,2
1929,"['Action', 'Adventure']",False,Positive,2015,2.49,False,2
1930,"['Action', 'Adventure']",False,Positive,2015,2.49,False,2
1931,"['Action', 'Adventure']",False,Positive,2015,2.99,False,2
1932,"['Action', 'Adventure']",False,Mostly Positive,2015,5.99,False,3
1933,"['Action', 'Adventure']",False,Mixed,2015,4.99,False,0
1934,"['Indie', 'Simulation', 'Strategy']",False,Mixed,2015,9.99,False,0
1935,"['Action', 'Indie', 'Strategy', 'Early Access']",True,Overwhelmingly Positive,2015,14.99,False,5
1936,"['Action', 'Indie']",False,Very Positive,2015,1.99,False,1
1937,['Adventure'],False,Positive,2015,0.99,False,2
1938,"['Adventure', 'Indie']",False,Mixed,2015,2.99,False,0
1939,"['Action', 'Indie']",False,Positive,2015,13.99,False,2
1940,"['Action', 'Adventure', 'Indie']",False,Very Positive,2015,19.99,False,1
1941,['Adventure'],False,Positive,2015,2.99,False,2
1942,['Indie'],False,Very Positive,2015,9.99,False,1
1943,"['Simulation', 'Strategy']",False,Very Positive,2015,34.99,False,1
1944,"['Casual', 'Indie', 'Sports']",False,Mixed,2015,9.99,True,0
1945,"['Simulation', 'Strategy']",False,Mostly Positive,2015,14.99,False,3
1946,"['Simulation', 'Strategy']",False,Positive,2015,2.49,False,2
1947,"['Adventure', 'Casual']",False,Mixed,2015,2.99,True,0
1948,"['Adventure', 'Casual']",False,Mixed,2014,9.99,True,0
1949,"['Casual', 'Simulation', 'Strategy']",False,Mostly Positive,2013,6.99,True,3
1950,"['Action', 'Adventure', 'Indie']",False,Positive,2015,6.99,False,2
1951,['Action'],False,Very Positive,2015,39.99,False,1
1952,['Action'],False,Mixed,2015,49.99,False,0
1953,"['Action', 'Adventure']",False,Positive,2015,14.99,False,2
1954,['Action'],False,Mixed,2015,14.99,False,0
1955,['Adventure'],False,Mostly Positive,2015,14.99,False,3
1956,"['Action', 'Indie']",False,Very Positive,2015,3.99,False,1
1957,"['Indie', 'Early Access']",True,Mixed,2015,9.99,False,0
1958,"['Adventure', 'Casual', 'Indie', 'RPG']",False,Mixed,2015,0.99,True,0
1960,"['Action', 'Adventure']",False,Very Positive,2015,5.99,False,1
1961,"['Indie', 'Simulation', 'Strategy']",False,Very Positive,2015,5.99,False,1
1963,"['Action', 'Indie']",False,Positive,2015,4.99,False,2
1965,"['Adventure', 'Indie', 'Simulation']",False,Overwhelmingly Positive,2015,0.99,False,5
1966,"['Adventure', 'Casual', 'Indie']",False,Very Positive,2015,14.99,True,1
1967,"['Adventure', 'Casual', 'Indie']",False,Very Positive,2015,4.99,True,1
1968,"['Indie', 'Racing', 'Simulation', 'Sports']",False,Very Positive,2015,9.99,False,1
1969,"['Adventure', 'Indie', 'RPG']",False,Mostly Positive,2015,4.99,False,3
1970,"['Action', 'Adventure']",False,Mixed,2015,1.99,False,0
1971,"['Adventure', 'Indie', 'RPG']",False,Mixed,2015,4.99,False,0
1972,"['Adventure', 'Casual', 'Indie']",False,Mixed,2015,2.99,True,0
1973,['Simulation'],False,Positive,2015,19.99,False,2
1974,"['Simulation', 'Strategy', 'Early Access']",True,Very Positive,2015,29.99,False,1
1975,['Strategy'],False,Mixed,2015,14.99,False,0
1976,['Strategy'],False,Mostly Positive,2015,9.99,False,3
1977,['Action'],False,Mixed,2015,3.99,False,0
1978,['Simulation'],False,Mixed,2015,24.99,False,0
1979,"['Adventure', 'Indie']",False,Positive,2015,2.99,False,2
1980,"['Action', 'Adventure', 'Indie', 'RPG']",False,Very Positive,2015,14.99,False,1
1981,"['Action', 'Adventure', 'Indie']",False,Mixed,2015,9.99,False,0
1982,"['Indie', 'RPG', 'Strategy']",False,Very Positive,2015,14.99,False,1
1983,['Indie'],False,Mixed,2015,1.99,False,0
1984,"['Action', 'Adventure']",False,Mostly Positive,2015,1.99,False,3
1985,['Indie'],False,Very Positive,2015,3.99,False,1
1986,"['Action', 'Indie', 'RPG']",False,Mixed,2015,9.99,False,0
1987,['Simulation'],False,Mixed,2015,19.99,False,0
1988,"['Indie', 'Simulation']",False,Very Positive,2015,0.99,False,1
1989,"['Casual', 'Strategy']",False,Very Positive,2015,2.99,True,1
1991,"['Action', 'Indie']",False,Positive,2015,3.99,False,2
1992,['Simulation'],False,Mostly Negative,2015,9.99,False,4
1993,['Simulation'],False,Mixed,2014,4.99,False,0
1994,['Strategy'],False,Mostly Positive,2015,7.99,False,3
1995,['Strategy'],False,Mixed,2015,9.99,False,0
1997,"['Racing', 'Simulation']",False,Mostly Positive,2015,4.99,False,3
1998,"['Action', 'Adventure', 'Indie']",False,Mixed,2015,0.99,False,0
1999,"['Adventure', 'RPG', 'Strategy', 'Early Access']",True,Positive,2015,9.99,False,2
2000,"['Casual', 'Indie', 'RPG', 'Simulation']",False,Mostly Positive,2015,24.99,True,3
2001,['Simulation'],False,Positive,2015,19.99,False,2
2002,"['Indie', 'RPG', 'Strategy']",False,Mostly Positive,2015,14.99,False,3
2003,"['Action', 'Adventure', 'Indie']",False,Mostly Positive,2015,9.99,False,3
2004,"['Casual', 'Strategy']",False,Positive,2014,6.99,True,2
2005,"['Action', 'Adventure']",False,Very Positive,2015,14.99,False,1
2006,"['Free to Play', 'Massively Multiplayer', 'RPG']",False,Mixed,2015,0.0,False,0
